Item_Description
graphitized petroleum coke fc: 985%min s: 005%max ash: 0 50%max vm: 050%max moisture: 050%max size:02-1mm
graphitized petroleum coke fc: 985%min s: 005%max ash: 0 50%max vm: 050%max moisture: 050%max size:02-1mm
petroleum coke (graphitized)
green delayed petroleum coke in bulk
calcined anthracite coal
green(raw) petroleum coke (in bulk)
green(raw) petroleum coke (in bulk)
green(raw) petroleum coke (in bulk)
green (raw) petroleum coke (in bulk)
green (raw) petroleum coke (in bulk)
petroleum coke 384 (raw materials for brake linings)
raw petroleum coke (raw (green) petroleum coke) in bulk sulp hur 398 pct
petroleum coke
bitumen grade vg30 in bulk
bitumen grade vg30 in bulk
bitumen grade vg30 in bulk
bitumen grade vg30 in bulk
bitumen grade vg30 in bulk
shell flavex 595 b bulk ( rubber process oil )
shell flavex 595 b bulk ( rubber process oil )
shell flavex 595 b bulk ( rubber process oil )
petroleum coke (graphitized) #dt-ca-09 (180mts)
raw petroleum coke of motiva in bulk
raw petroleum coke(ms) in bulk
raw petroleum coke(ms) in bulk
raw petroleum coke(ls) in bulk
raw petroleum coke(ms) in bulk
raw petroleum coke(ls) in bulk
raw petroleum coke(ms) in bulk
petroleum coke 384 (raw materials for brake linings)
carburiser graph-hex 98 (1-5mm sizing)
carburiser graph-hex 98 (1-5mm sizing)
d44 petroleum coke (01x0397) (for manufof disc brake pads)( for captive consumption)
d22f petcoke cy3302 - gpm0320-51-025-h1000
d22f petcoke cy3302 - gpm0320-51-025-h1000
timrex fc 250 coke 6600733(1057020)graphite
carbolux sk size 02-3 mm packed in 25 kg per paper bags ar tno30010204 (calcined coke/recarburiser)
calcined petroleum coke
calcined petroleum coke
calcined petroleum coke (fc-985%min s-007-012%maxh2o-0 5%maxash-05%max vm05%maxsize 1-4mm 90%
electrode grade calcined petroleum coke needle grade normal premium grade in bulk
graphite (for manuf of disc brake pads) (for motor vehicle)
petroleum coke (graphitized)
electrode grade calcined petroleum coke needle grade super p remium g rade in bulk
calcined petroleum coke in bulk
